repo_name,full_name,description,language,topics,stargazers_count,forks_count,watchers_count,open_issues_count,size,created_at,updated_at,pushed_at,archived,has_issues,license,html_url,api_url,query_keyword,crawl_time
PatchTST,yuqinie98/PatchTST,"An offical implementation of PatchTST: ""A Time Series is Worth 64 Words: Long-term Forecasting with Transformers."" (ICLR 2023) https://arxiv.org/abs/2211.14730",Python,,2624,442,2624,61,13212,2022-10-25T08:55:07Z,2026-06-24T11:11:25Z,2024-08-12T13:12:51Z,False,True,Apache-2.0,https://github.com/yuqinie98/PatchTST,https://api.github.com/repos/yuqinie98/PatchTST,transformer,2026-06-24T11:18:14.871470+00:00
NLP-Interview-Notes,km1994/NLP-Interview-Notes,该仓库主要记录 NLP 算法工程师相关的面试题,Unknown,bert|deel-learning|ner|nlp|transformer,2583,498,2583,1,63310,2021-02-22T12:49:34Z,2026-06-23T14:27:00Z,2023-10-10T12:38:46Z,False,True,unknown,https://github.com/km1994/NLP-Interview-Notes,https://api.github.com/repos/km1994/NLP-Interview-Notes,transformer,2026-06-24T11:18:14.871470+00:00
ai-engineering-resources,InterviewReady/ai-engineering-resources,Research papers and blogs to transition to AI Engineering,Unknown,ai|llm|transformer,2582,400,2582,1,36,2025-05-13T18:17:53Z,2026-06-21T14:49:31Z,2025-11-19T04:14:19Z,False,True,unknown,https://github.com/InterviewReady/ai-engineering-resources,https://api.github.com/repos/InterviewReady/ai-engineering-resources,transformer,2026-06-24T11:18:14.871470+00:00
Restormer,swz30/Restormer,"[CVPR 2022--Oral] Restormer: Efficient Transformer for High-Resolution Image Restoration. SOTA  for motion deblurring, image deraining, denoising (Gaussian/real data), and defocus deblurring. ",Python,cvpr2022|defocus-deblurring|efficient-transformers|high-resolution|image-deblurring|image-deraining|image-restoration|low-level-vision|motion-deblurring|pytorch|transformer,2570,325,2570,54,1546,2021-10-19T06:09:34Z,2026-06-24T04:02:44Z,2025-10-23T13:41:29Z,False,True,MIT,https://github.com/swz30/Restormer,https://api.github.com/repos/swz30/Restormer,transformer,2026-06-24T11:18:14.871470+00:00
tui.grid,nhn/tui.grid,🍞🔡 The Powerful Component to Display and Edit Data. Experience the Ultimate Data Transformer!,TypeScript,datagrid|datatable|excel|grid|javascript|preact|reactivity|spreadsheet|tabular-data|toast-ui|treegrid|typescript,2565,409,2565,403,67920,2015-05-27T06:06:04Z,2026-06-14T15:05:54Z,2024-01-10T23:41:36Z,False,True,MIT,https://github.com/nhn/tui.grid,https://api.github.com/repos/nhn/tui.grid,transformer,2026-06-24T11:18:14.871470+00:00
YOLOv5-Lite,ppogg/YOLOv5-Lite,🍅🍅🍅YOLOv5-Lite: Evolved from yolov5 and the size of model is only 900+kb (int8) and 1.7M (fp16). Reach 15 FPS on the Raspberry Pi 4B~,C++,android-app|mnn|mobilenet|ncnn|onnxruntime|openvivo|picodet|pplcnet|pytorch|repvgg|shufflenetv2|tensorrt|tflite|transformer|yolov5,2486,430,2486,66,71068,2021-08-16T14:24:00Z,2026-06-23T06:39:45Z,2024-06-22T02:13:22Z,False,True,GPL-3.0,https://github.com/ppogg/YOLOv5-Lite,https://api.github.com/repos/ppogg/YOLOv5-Lite,transformer,2026-06-24T11:18:14.871470+00:00
LTSF-Linear,cure-lab/LTSF-Linear,"[AAAI-23 Oral] Official implementation of the paper ""Are Transformers Effective for Time Series Forecasting?""",Python,aaai|aaai2023|deep-learning|forecasting|forecasting-model|linear-models|pytorch|time-series|time-series-forecasting|time-series-prediction,2482,510,2482,30,5943,2022-05-26T16:09:29Z,2026-06-23T18:16:15Z,2024-01-27T16:45:10Z,False,True,Apache-2.0,https://github.com/cure-lab/LTSF-Linear,https://api.github.com/repos/cure-lab/LTSF-Linear,transformer,2026-06-24T11:18:14.871470+00:00
Autoformer,thuml/Autoformer,"About Code release for ""Autoformer: Decomposition Transformers with Auto-Correlation for Long-Term Series Forecasting"" (NeurIPS 2021), https://arxiv.org/abs/2106.13008",Jupyter Notebook,deep-learning|time-series,2471,495,2471,8,2229,2021-10-25T08:52:35Z,2026-06-24T02:44:39Z,2025-02-28T01:14:54Z,False,True,MIT,https://github.com/thuml/Autoformer,https://api.github.com/repos/thuml/Autoformer,transformer,2026-06-24T11:18:14.871470+00:00
Graphormer,microsoft/Graphormer,Graphormer is a general-purpose deep learning backbone for molecular modeling.,Python,ai4science|deep-learning|graph|molecule-simulation|transformer,2460,376,2460,100,8629,2021-05-27T05:31:18Z,2026-06-24T10:46:22Z,2026-06-12T20:05:34Z,False,True,MIT,https://github.com/microsoft/Graphormer,https://api.github.com/repos/microsoft/Graphormer,transformer,2026-06-24T11:18:14.871470+00:00
PartCrafter,wgsxm/PartCrafter,[NeurIPS 2025] PartCrafter: Structured 3D Mesh Generation via Compositional Latent Diffusion Transformers,Python,3d|3d-generation|3d-object-generation|3d-object-reconstruction|3d-reconstruction|3d-scene-generation|3d-scene-reconstruction|image-to-3d,2446,161,2446,4,43852,2025-06-09T06:13:50Z,2026-06-24T09:47:15Z,2026-04-16T18:41:43Z,False,True,MIT,https://github.com/wgsxm/PartCrafter,https://api.github.com/repos/wgsxm/PartCrafter,transformer,2026-06-24T11:18:14.871470+00:00
DialoGPT,microsoft/DialoGPT,Large-scale pretraining for dialogue,Python,data-processing|dialogpt|dialogue|gpt-2|machine-learning|pytorch|text-data|text-generation|transformer,2423,351,2423,64,45751,2019-08-29T21:07:46Z,2026-06-11T23:32:02Z,2022-10-17T23:41:52Z,False,True,MIT,https://github.com/microsoft/DialoGPT,https://api.github.com/repos/microsoft/DialoGPT,transformer,2026-06-24T11:18:14.871470+00:00
transformers_tasks,HarderThenHarder/transformers_tasks,"⭐️ NLP Algorithms with transformers lib. Supporting Text-Classification, Text-Generation, Information-Extraction, Text-Matching, RLHF, SFT etc.",Jupyter Notebook,information-extraction|nlp|reinforcement-learning|text-classification|text-generation|text-matching|transformers,2419,401,2419,59,74567,2022-11-13T07:21:21Z,2026-06-23T12:17:04Z,2023-09-29T10:58:39Z,False,True,unknown,https://github.com/HarderThenHarder/transformers_tasks,https://api.github.com/repos/HarderThenHarder/transformers_tasks,transformer,2026-06-24T11:18:14.871470+00:00
Swin-Unet,HuCaoFighting/Swin-Unet,"[ECCVW 2022] The codes for the work ""Swin-Unet: Unet-like Pure Transformer for Medical Image Segmentation""",Python,,2406,364,2406,94,49,2021-05-03T07:37:40Z,2026-06-17T07:58:04Z,2025-05-09T08:44:36Z,False,True,unknown,https://github.com/HuCaoFighting/Swin-Unet,https://api.github.com/repos/HuCaoFighting/Swin-Unet,transformer,2026-06-24T11:18:14.871470+00:00
DPT,isl-org/DPT,Dense Prediction Transformers,Python,,2337,279,2337,38,437,2021-03-22T16:17:15Z,2026-06-21T11:47:42Z,2024-12-18T16:24:13Z,True,True,MIT,https://github.com/isl-org/DPT,https://api.github.com/repos/isl-org/DPT,transformer,2026-06-24T11:18:14.871470+00:00
gptq,IST-DASLab/gptq,"Code for the ICLR 2023 paper ""GPTQ: Accurate Post-training Quantization of Generative Pretrained Transformers"".",Python,,2325,201,2325,27,296,2022-10-19T15:11:53Z,2026-06-23T03:24:11Z,2024-03-27T01:46:02Z,False,True,Apache-2.0,https://github.com/IST-DASLab/gptq,https://api.github.com/repos/IST-DASLab/gptq,transformer,2026-06-24T11:18:14.871470+00:00
finetune-transformer-lm,openai/finetune-transformer-lm,"Code and model for the paper ""Improving Language Understanding by Generative Pre-Training""",Python,paper,2305,514,2305,28,423329,2018-06-11T06:04:40Z,2026-06-23T12:49:06Z,2019-01-25T09:52:16Z,True,True,MIT,https://github.com/openai/finetune-transformer-lm,https://api.github.com/repos/openai/finetune-transformer-lm,transformer,2026-06-24T11:18:14.871470+00:00
MeshAnything,buaacyw/MeshAnything,"[ICLR 2025] From anything to mesh like human artists. Official impl. of ""MeshAnything: Artist-Created Mesh Generation with Autoregressive Transformers""",Python,3d|auto-regressive-model|generative-ai|generative-model|iclr2025|large-language-models|mesh|mesh-generation|point-cloud|transformers,2288,106,2288,22,83635,2024-06-16T16:02:59Z,2026-06-23T07:18:50Z,2025-04-28T16:37:20Z,False,True,NOASSERTION,https://github.com/buaacyw/MeshAnything,https://api.github.com/repos/buaacyw/MeshAnything,transformer,2026-06-24T11:18:14.871470+00:00
vllm-ascend,vllm-project/vllm-ascend,Community maintained hardware plugin for vLLM on Ascend,C++,ascend|inference|llm|llm-serving|llmops|mlops|model-serving|transformer|vllm,2287,1443,2287,2116,48924,2025-01-29T10:44:12Z,2026-06-24T10:21:34Z,2026-06-24T09:56:25Z,False,True,Apache-2.0,https://github.com/vllm-project/vllm-ascend,https://api.github.com/repos/vllm-project/vllm-ascend,transformer,2026-06-24T11:18:14.871470+00:00
flow-forecast,AIStream-Peelout/flow-forecast,"Deep learning PyTorch library for time series forecasting, classification, and anomaly detection (originally for flood forecasting).",Python,anomaly-detection|deep-learning|deep-neural-networks|forecasting|hacktoberfest|lstm|pytorch|state-of-the-art-models|time-series|time-series-analysis|time-series-forecasting|time-series-regression|transfer-learning|transformer,2285,303,2285,110,8654,2019-08-15T17:02:09Z,2026-06-14T17:38:22Z,2026-06-23T18:56:03Z,False,True,GPL-3.0,https://github.com/AIStream-Peelout/flow-forecast,https://api.github.com/repos/AIStream-Peelout/flow-forecast,transformer,2026-06-24T11:18:14.871470+00:00
EasyAnimate,aigc-apps/EasyAnimate,📺 An End-to-End Solution for High-Resolution and Long Video Generation Based on Transformer Diffusion,Python,,2265,184,2265,96,4249,2024-04-11T08:52:50Z,2026-06-21T13:04:00Z,2025-03-06T11:41:28Z,False,True,Apache-2.0,https://github.com/aigc-apps/EasyAnimate,https://api.github.com/repos/aigc-apps/EasyAnimate,transformer,2026-06-24T11:18:14.871470+00:00
AlphaGPT,imbue-bit/AlphaGPT,基于深度强化学习的开源自动因子工厂。,Python,deep-learning|finance|math|quant|quantitative-finance|sr|transformer|uniswap-v4,2250,2739,2250,0,2266,2026-01-08T02:05:21Z,2026-06-24T11:00:09Z,2026-06-12T11:57:51Z,False,False,Apache-2.0,https://github.com/imbue-bit/AlphaGPT,https://api.github.com/repos/imbue-bit/AlphaGPT,transformer,2026-06-24T11:18:14.871470+00:00
Lumina-T2X,Alpha-VLLM/Lumina-T2X,Lumina-T2X is a unified framework for Text to Any Modality Generation,Python,aigc|diffusion|diffusion-model|diffusion-models|diffusion-transformer|generation-models|transformer|transformers,2250,95,2250,57,60837,2024-03-28T13:23:28Z,2026-06-16T12:09:58Z,2025-02-16T11:34:43Z,False,True,MIT,https://github.com/Alpha-VLLM/Lumina-T2X,https://api.github.com/repos/Alpha-VLLM/Lumina-T2X,transformer,2026-06-24T11:18:14.871470+00:00
PHP-Vars-To-Js-Transformer,laracasts/PHP-Vars-To-Js-Transformer,Transform PHP data to JavaScript.,PHP,,2205,212,2205,24,83,2014-02-25T18:24:45Z,2026-05-12T10:33:49Z,2026-02-24T22:13:14Z,False,True,MIT,https://github.com/laracasts/PHP-Vars-To-Js-Transformer,https://api.github.com/repos/laracasts/PHP-Vars-To-Js-Transformer,transformer,2026-06-24T11:18:14.871470+00:00
longformer,allenai/longformer,Longformer: The Long-Document Transformer,Python,,2196,286,2196,139,849,2020-03-31T21:07:29Z,2026-06-05T07:17:22Z,2023-02-08T02:52:14Z,False,True,Apache-2.0,https://github.com/allenai/longformer,https://api.github.com/repos/allenai/longformer,transformer,2026-06-24T11:18:14.871470+00:00
MambaVision,NVlabs/MambaVision,[CVPR 2025] Official PyTorch Implementation of MambaVision: A Hybrid Mamba-Transformer Vision Backbone,Python,deep-learning|foundation-models|huggingface-transformers|hybrid-models|image-classification|instance-segmentation|mamba|object-detection|self-attention|semantic-segmentation|transformers|vision-transformer|visual-recognition,2195,143,2195,19,2767,2024-06-10T17:46:08Z,2026-06-24T10:37:57Z,2026-03-11T20:34:23Z,False,True,NOASSERTION,https://github.com/NVlabs/MambaVision,https://api.github.com/repos/NVlabs/MambaVision,transformer,2026-06-24T11:18:14.871470+00:00
reformer-pytorch,lucidrains/reformer-pytorch,"Reformer, the efficient Transformer, in Pytorch",Python,artificial-intelligence|attention-mechanism|machine-learning|pytorch|transformers,2193,253,2193,17,36190,2020-01-09T20:42:37Z,2026-06-09T09:14:20Z,2023-06-21T14:17:49Z,False,True,MIT,https://github.com/lucidrains/reformer-pytorch,https://api.github.com/repos/lucidrains/reformer-pytorch,transformer,2026-06-24T11:18:14.871470+00:00
intel-extension-for-transformers,intel/intel-extension-for-transformers,⚡ Build your chatbot within minutes on your favorite device; offer SOTA compression techniques for LLMs; run LLMs efficiently on Intel Platforms⚡,Python,4-bits|autoround|chatbot|chatpdf|gaudi3|habana|intel-optimized-llamacpp|large-language-model|llm-cpu|llm-inference|neural-chat|neural-chat-7b|rag|retrieval|speculative-decoding|streamingllm,2177,217,2177,56,613403,2022-11-11T05:32:27Z,2026-06-19T11:12:38Z,2024-10-08T21:09:46Z,True,True,Apache-2.0,https://github.com/intel/intel-extension-for-transformers,https://api.github.com/repos/intel/intel-extension-for-transformers,transformer,2026-06-24T11:18:14.871470+00:00
image-to-latex,kingyiusuen/image-to-latex,Convert images of LaTex math equations into LaTex code.,Python,computer-vision|deep-learning|encoder-decoder|end-to-end-machine-learning|latex|pytorch|streamlit-webapp|transformer,2162,312,2162,23,712,2021-05-24T17:34:09Z,2026-06-24T01:46:55Z,2022-10-04T20:50:32Z,False,True,MIT,https://github.com/kingyiusuen/image-to-latex,https://api.github.com/repos/kingyiusuen/image-to-latex,transformer,2026-06-24T11:18:14.871470+00:00
ViT-pytorch,jeonsworld/ViT-pytorch,Pytorch reimplementation of the Vision Transformer (An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale),Jupyter Notebook,,2155,399,2155,29,21767,2020-11-03T09:50:50Z,2026-06-24T03:31:49Z,2022-06-07T07:14:33Z,False,True,MIT,https://github.com/jeonsworld/ViT-pytorch,https://api.github.com/repos/jeonsworld/ViT-pytorch,transformer,2026-06-24T11:18:14.871470+00:00
iTransformer,thuml/iTransformer,"Official implementation for ""iTransformer: Inverted Transformers Are Effective for Time Series Forecasting"" (ICLR 2024 Spotlight)",Python,time-series-forecasting|transformer,2150,361,2150,17,12048,2023-10-19T03:23:15Z,2026-06-23T06:26:42Z,2025-07-17T15:53:48Z,False,True,MIT,https://github.com/thuml/iTransformer,https://api.github.com/repos/thuml/iTransformer,transformer,2026-06-24T11:18:14.871470+00:00
Awesome-LLM-Long-Context-Modeling,Xnhyacinth/Awesome-LLM-Long-Context-Modeling,📰 Must-read papers and blogs on LLM based Long Context Modeling 🔥,Unknown,agent|awsome-list|benchmark|blogs|compress|evaluation|large-language-models|length-extrapolation|llm|long-context-modeling|long-term-memory|longcot|papers|rag|ssm|survey|transformer,2129,96,2129,0,4021,2023-09-17T03:15:16Z,2026-06-24T07:02:47Z,2026-06-13T03:05:13Z,False,True,MIT,https://github.com/Xnhyacinth/Awesome-LLM-Long-Context-Modeling,https://api.github.com/repos/Xnhyacinth/Awesome-LLM-Long-Context-Modeling,transformer,2026-06-24T11:18:14.871470+00:00
MoBA,MoonshotAI/MoBA,MoBA: Mixture of Block Attention for Long-Context LLMs,Python,flash-attention|llm|llm-serving|llm-training|moe|pytorch|transformer,2128,151,2128,12,2518,2025-02-17T13:27:30Z,2026-06-21T10:58:28Z,2025-04-03T07:28:06Z,False,True,MIT,https://github.com/MoonshotAI/MoBA,https://api.github.com/repos/MoonshotAI/MoBA,transformer,2026-06-24T11:18:14.871470+00:00
ecco,jalammar/ecco,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter notebooks explaining the behavior of Transformer-based language models (like GPT2, BERT, RoBERTA, T5, and T0).",Jupyter Notebook,explorables|language-models|natural-language-processing|nlp|pytorch|visualization,2101,176,2101,38,4252,2020-11-07T10:06:34Z,2026-06-19T20:35:20Z,2024-08-15T19:08:06Z,False,True,BSD-3-Clause,https://github.com/jalammar/ecco,https://api.github.com/repos/jalammar/ecco,transformer,2026-06-24T11:18:14.871470+00:00
ViTPose,ViTAE-Transformer/ViTPose,"The official repo for [NeurIPS'22] ""ViTPose: Simple Vision Transformer Baselines for Human Pose Estimation"" and [TPAMI'23] ""ViTPose++: Vision Transformer for Generic Body Pose Estimation""",Python,deep-learning|distillation|mae|pose-estimation|pytorch|self-supervised-learning|vision-transformer,2091,261,2091,108,11014,2022-04-27T01:09:19Z,2026-06-24T09:34:39Z,2025-12-25T16:25:15Z,False,True,Apache-2.0,https://github.com/ViTAE-Transformer/ViTPose,https://api.github.com/repos/ViTAE-Transformer/ViTPose,transformer,2026-06-24T11:18:14.871470+00:00
In-Context-LoRA,ali-vilab/In-Context-LoRA,Official repository of In-Context LoRA for Diffusion Transformers,Unknown,,2077,95,2077,33,10176,2024-11-01T02:42:03Z,2026-06-22T09:12:07Z,2024-12-20T03:17:01Z,False,True,unknown,https://github.com/ali-vilab/In-Context-LoRA,https://api.github.com/repos/ali-vilab/In-Context-LoRA,transformer,2026-06-24T11:18:14.871470+00:00
aici,microsoft/aici,AICI: Prompts as (Wasm) Programs,Rust,ai|inference|language-model|llm|llm-framework|llm-inference|llm-serving|llmops|model-serving|rust|transformer|wasm|wasmtime,2076,84,2076,41,10179,2023-09-26T21:33:16Z,2026-06-19T12:01:29Z,2025-01-22T21:14:57Z,False,True,MIT,https://github.com/microsoft/aici,https://api.github.com/repos/microsoft/aici,transformer,2026-06-24T11:18:14.871470+00:00
transformers.js-examples,huggingface/transformers.js-examples,A collection of 🤗 Transformers.js demos and example applications,JavaScript,transformers|transformersjs,2058,244,2058,29,45883,2024-08-12T10:24:07Z,2026-06-24T09:02:09Z,2026-02-17T18:29:44Z,False,True,Apache-2.0,https://github.com/huggingface/transformers.js-examples,https://api.github.com/repos/huggingface/transformers.js-examples,transformer,2026-06-24T11:18:14.871470+00:00
ml-fastvit,apple/ml-fastvit,"This repository contains the official implementation of the research paper, ""FastViT: A Fast Hybrid Vision Transformer using Structural Reparameterization"" ICCV 2023",Python,,2018,125,2018,3,3185,2023-08-15T02:03:14Z,2026-06-23T20:52:33Z,2023-11-30T19:22:00Z,False,False,NOASSERTION,https://github.com/apple/ml-fastvit,https://api.github.com/repos/apple/ml-fastvit,transformer,2026-06-24T11:18:14.871470+00:00
Transformer-Explainability,hila-chefer/Transformer-Explainability,"[CVPR 2021] Official PyTorch implementation for Transformer Interpretability Beyond Attention Visualization, a novel method to visualize classifications by Transformer based networks.",Jupyter Notebook,attention-matrix|attention-visualization|bert|bert-model|cvpr2021|deep-learning|explainability|perturbation|transformer-interpretability|vision-transformer|visualize-classifications|vit,1999,260,1999,16,3943,2020-11-23T21:00:00Z,2026-06-23T14:59:32Z,2024-01-24T05:59:39Z,False,True,MIT,https://github.com/hila-chefer/Transformer-Explainability,https://api.github.com/repos/hila-chefer/Transformer-Explainability,transformer,2026-06-24T11:18:14.871470+00:00
remove-refusals-with-transformers,Sumandora/remove-refusals-with-transformers,Implements harmful/harmless refusal removal using pure HF Transformers,Python,,1971,296,1971,1,232,2024-05-16T10:01:21Z,2026-06-24T01:01:07Z,2025-11-27T10:27:12Z,False,True,Apache-2.0,https://github.com/Sumandora/remove-refusals-with-transformers,https://api.github.com/repos/Sumandora/remove-refusals-with-transformers,transformer,2026-06-24T11:18:14.871470+00:00
Video-Depth-Anything,DepthAnything/Video-Depth-Anything,[CVPR 2025 Highlight] Video Depth Anything: Consistent Depth Estimation for Super-Long Videos,Python,depth-estimation|monocular-depth-estimation|transformer|video-depth,1965,181,1965,31,7784,2025-01-21T12:38:10Z,2026-06-24T10:16:17Z,2025-10-07T06:00:12Z,False,True,Apache-2.0,https://github.com/DepthAnything/Video-Depth-Anything,https://api.github.com/repos/DepthAnything/Video-Depth-Anything,transformer,2026-06-24T11:18:14.871470+00:00
titans-pytorch,lucidrains/titans-pytorch,"Unofficial implementation of Titans, SOTA memory for transformers, in Pytorch",Python,artificial-intelligence|deep-learning|long-term-memory|test-time-training,1963,207,1963,36,36714,2025-01-08T15:26:27Z,2026-06-24T08:06:17Z,2026-06-06T14:00:47Z,False,True,MIT,https://github.com/lucidrains/titans-pytorch,https://api.github.com/repos/lucidrains/titans-pytorch,transformer,2026-06-24T11:18:14.871470+00:00
Show-o,showlab/Show-o,"[ICLR & NeurIPS 2025] Repository for Show-o series, One Single Transformer to Unify Multimodal Understanding and Generation.",Python,diffusion-models|large-language-models|multimodal,1956,91,1956,71,258627,2024-08-09T05:26:23Z,2026-06-22T09:12:06Z,2026-01-08T16:30:37Z,False,True,Apache-2.0,https://github.com/showlab/Show-o,https://api.github.com/repos/showlab/Show-o,transformer,2026-06-24T11:18:14.871470+00:00
RAE,bytetriper/RAE,"Official PyTorch Implementation of ""Diffusion Transformers with Representation Autoencoders""",Python,,1945,86,1945,16,306,2025-09-28T07:29:37Z,2026-06-24T08:24:37Z,2026-02-25T23:07:26Z,False,True,MIT,https://github.com/bytetriper/RAE,https://api.github.com/repos/bytetriper/RAE,transformer,2026-06-24T11:18:14.871470+00:00
Latte,Vchitect/Latte,[TMLR 2025] Latte: Latent Diffusion Transformer for Video Generation. ,Python,,1943,191,1943,5,37238,2023-10-28T09:14:10Z,2026-06-22T07:51:46Z,2025-10-30T23:04:14Z,False,True,Apache-2.0,https://github.com/Vchitect/Latte,https://api.github.com/repos/Vchitect/Latte,transformer,2026-06-24T11:18:14.871470+00:00
PixArt-sigma,PixArt-alpha/PixArt-sigma,PixArt-Σ: Weak-to-Strong Training of Diffusion Transformer for 4K Text-to-Image Generation,Python,,1928,99,1928,62,3996,2024-02-29T15:20:35Z,2026-06-20T12:55:20Z,2024-10-31T01:20:19Z,False,True,Apache-2.0,https://github.com/PixArt-alpha/PixArt-sigma,https://api.github.com/repos/PixArt-alpha/PixArt-sigma,transformer,2026-06-24T11:18:14.871470+00:00
OminiControl,Yuanshi9815/OminiControl,[ICCV 2025 Highlight] OminiControl: Minimal and Universal Control for Diffusion Transformer,Python,,1920,147,1920,66,14342,2024-11-17T08:53:18Z,2026-06-21T08:15:59Z,2025-07-03T07:32:59Z,False,True,Apache-2.0,https://github.com/Yuanshi9815/OminiControl,https://api.github.com/repos/Yuanshi9815/OminiControl,transformer,2026-06-24T11:18:14.871470+00:00
keras,keras-team/keras,Deep Learning for humans,Python,data-science|deep-learning|jax|machine-learning|neural-networks|python|pytorch|tensorflow,64099,19737,64099,219,53987,2015-03-28T00:35:42Z,2026-06-24T10:45:42Z,2026-06-24T01:43:30Z,False,True,Apache-2.0,https://github.com/keras-team/keras,https://api.github.com/repos/keras-team/keras,deep learning,2026-06-24T11:18:14.871470+00:00
DeepLearning-500-questions,scutan90/DeepLearning-500-questions,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06,JavaScript,,57451,15908,57451,120,207074,2018-06-27T06:36:45Z,2026-06-24T10:59:49Z,2024-06-26T12:10:14Z,False,True,GPL-3.0,https://github.com/scutan90/DeepLearning-500-questions,https://api.github.com/repos/scutan90/DeepLearning-500-questions,deep learning,2026-06-24T11:18:14.871470+00:00
TTS,coqui-ai/TTS,"🐸💬 - a deep learning toolkit for Text-to-Speech, battle-tested in research and production",Python,deep-learning|glow-tts|hifigan|melgan|multi-speaker-tts|python|pytorch|speaker-encoder|speaker-encodings|speech|speech-synthesis|tacotron|text-to-speech|tts|tts-model|vocoder|voice-cloning|voice-conversion|voice-synthesis,45608,6122,45608,9,170196,2020-05-20T15:45:28Z,2026-06-24T09:22:28Z,2024-08-16T12:07:14Z,False,True,MPL-2.0,https://github.com/coqui-ai/TTS,https://api.github.com/repos/coqui-ai/TTS,deep learning,2026-06-24T11:18:14.871470+00:00
DeepSpeed,deepspeedai/DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",Python,billion-parameters|compression|data-parallelism|deep-learning|gpu|inference|machine-learning|mixture-of-experts|model-parallelism|pipeline-parallelism|pytorch|trillion-parameters|zero,42565,4864,42565,1307,246555,2020-01-23T18:35:18Z,2026-06-24T10:46:10Z,2026-06-24T00:28:03Z,False,True,Apache-2.0,https://github.com/deepspeedai/DeepSpeed,https://api.github.com/repos/deepspeedai/DeepSpeed,deep learning,2026-06-24T11:18:14.871470+00:00
Deep-Learning-Papers-Reading-Roadmap,floodsung/Deep-Learning-Papers-Reading-Roadmap,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!,Python,deep-learning,39529,7290,39529,91,3638,2016-10-14T11:49:48Z,2026-06-24T07:15:41Z,2022-11-27T13:18:32Z,False,True,unknown,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,https://api.github.com/repos/floodsung/Deep-Learning-Papers-Reading-Roadmap,deep learning,2026-06-24T11:18:14.871470+00:00
deeplearningbook-chinese,exacity/deeplearningbook-chinese,Deep Learning Book Chinese Translation,TeX,,37290,9131,37290,67,8908,2016-12-07T11:46:51Z,2026-06-24T05:53:38Z,2019-12-03T04:25:44Z,False,True,unknown,https://github.com/exacity/deeplearningbook-chinese,https://api.github.com/repos/exacity/deeplearningbook-chinese,deep learning,2026-06-24T11:18:14.871470+00:00
caffe,BVLC/caffe,Caffe: a fast open framework for deep learning.,C++,deep-learning|machine-learning|vision,34577,18464,34577,1187,76170,2013-09-12T18:39:48Z,2026-06-24T08:32:02Z,2024-07-31T23:10:28Z,False,True,NOASSERTION,https://github.com/BVLC/caffe,https://api.github.com/repos/BVLC/caffe,deep learning,2026-06-24T11:18:14.871470+00:00
netron,lutzroeder/netron,"Visualizer for neural network, deep learning and machine learning models",JavaScript,ai|coreml|deep-learning|deeplearning|keras|machine-learning|machinelearning|ml|neural-network|numpy|onnx|pytorch|safetensors|tensorflow|tensorflow-lite|visualizer,33125,3137,33125,18,94297,2010-12-26T12:53:43Z,2026-06-24T09:03:39Z,2026-06-23T02:22:29Z,False,True,MIT,https://github.com/lutzroeder/netron,https://api.github.com/repos/lutzroeder/netron,deep learning,2026-06-24T11:18:14.871470+00:00
pytorch-tutorial,yunjey/pytorch-tutorial,PyTorch Tutorial for Deep Learning Researchers,Python,deep-learning|neural-networks|pytorch|pytorch-tutorial,32395,8242,32395,88,13110,2017-03-10T07:41:47Z,2026-06-24T07:37:03Z,2023-08-15T10:17:50Z,False,True,MIT,https://github.com/yunjey/pytorch-tutorial,https://api.github.com/repos/yunjey/pytorch-tutorial,deep learning,2026-06-24T11:18:14.871470+00:00
ML-From-Scratch,eriklindernoren/ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,Python,data-mining|data-science|deep-learning|deep-reinforcement-learning|genetic-algorithm|machine-learning|machine-learning-from-scratch,31961,5348,31961,73,553,2017-02-05T12:11:23Z,2026-06-24T10:46:48Z,2023-10-15T06:05:06Z,False,True,MIT,https://github.com/eriklindernoren/ML-From-Scratch,https://api.github.com/repos/eriklindernoren/ML-From-Scratch,deep learning,2026-06-24T11:18:14.871470+00:00
tuning_playbook,google-research/tuning_playbook,A playbook for systematically maximizing the performance of deep learning models.,Unknown,,30216,2422,30216,14,1837,2023-01-18T23:32:32Z,2026-06-24T11:18:44Z,2024-06-18T00:25:53Z,False,True,NOASSERTION,https://github.com/google-research/tuning_playbook,https://api.github.com/repos/google-research/tuning_playbook,deep learning,2026-06-24T11:18:14.871470+00:00
